link,name,model_label,model_conf,heuristic_label,final_label
/wiki/Theodore_Roosevelt,Theodore Roosevelt,PER,0.9786750078201294,UNKNOWN,PERSON
/wiki/Albert_Abraham_Michelson,Albert Abraham Michelson,PER,0.8798568844795227,UNKNOWN,PERSON
/wiki/Eduard_Buchner,Eduard Buchner,PER,0.9983987212181091,UNKNOWN,PERSON
/wiki/Charles_Louis_Alphonse_Laveran,Charles Louis Alphonse Laveran,PER,0.9968577027320862,UNKNOWN,PERSON
/wiki/Rudyard_Kipling,Rudyard Kipling,PER,0.9993972778320312,UNKNOWN,PERSON
/wiki/Ernesto_Teodoro_Moneta,Ernesto Teodoro Moneta,PER,0.9973657727241516,UNKNOWN,PERSON
/wiki/Louis_Renault_(jurist),Louis Renault (luật gia),PER,0.9995921850204468,UNKNOWN,PERSON
/wiki/Gabriel_Lippmann,Gabriel Lippmann,PER,0.999610424041748,UNKNOWN,PERSON
/wiki/Ernest_Rutherford,Ernest Rutherford,PER,0.9994149804115295,UNKNOWN,PERSON
/wiki/%C3%89lie_Metchnikoff,Ilya Ilyich Mechnikov,ORG,0.7135278582572937,UNKNOWN,INSTITUTION
/wiki/Paul_Ehrlich,Paul Ehrlich,PER,0.9967358112335205,UNKNOWN,PERSON
/wiki/Rudolf_Christoph_Eucken,Rudolf Christoph Eucken,PER,0.9911462068557739,UNKNOWN,PERSON
/wiki/Klas_Pontus_Arnoldson,Klas Pontus Arnoldson,PER,0.9994750618934631,UNKNOWN,PERSON
/wiki/Fredrik_Bajer,Fredrik Bajer,PER,0.8914371728897095,UNKNOWN,PERSON
/wiki/Karl_Ferdinand_Braun,Karl Ferdinand Braun,PER,0.9953767657279968,UNKNOWN,PERSON
/wiki/Guglielmo_Marconi,Guglielmo Marconi,PER,0.9994285702705383,UNKNOWN,PERSON
/wiki/Wilhelm_Ostwald,Wilhelm Ostwald,PER,0.9767252206802368,UNKNOWN,PERSON
/wiki/Emil_Theodor_Kocher,Emil Theodor Kocher,PER,0.9994331002235413,UNKNOWN,PERSON
/wiki/Selma_Lagerl%C3%B6f,Selma Lagerlöf,PER,0.9993577599525452,UNKNOWN,PERSON
/wiki/Auguste_Marie_Fran%C3%A7ois_Beernaert,Auguste Beernaert,PER,0.9994979500770569,UNKNOWN,PERSON
/wiki/Paul-Henri-Benjamin_d%27Estournelles_de_Constant,Paul-Henri-Benjamin d'Estournelles de Constant,PER,0.999336302280426,UNKNOWN,PERSON
/wiki/Johannes_Diderik_van_der_Waals,Johannes Diderik van der Waals,PER,0.9962193965911865,UNKNOWN,PERSON
/wiki/Otto_Wallach,Otto Wallach,PER,0.9994926452636719,UNKNOWN,PERSON
/wiki/Albrecht_Kossel,Albrecht Kossel,PER,0.9023246765136719,UNKNOWN,PERSON
/wiki/Paul_Heyse,Paul Johann Ludwig von Heyse,PER,0.9926279187202454,UNKNOWN,PERSON
/wiki/Ph%C3%B2ng_H%C3%B2a_b%C3%ACnh_Qu%E1%BB%91c_t%E1%BA%BF,Phòng Hòa bình Quốc tế,PER,0.31766989827156067,AWARD,AWARD
/wiki/Wilhelm_Wien,Wilhelm Wien,PER,0.9966773986816406,UNKNOWN,PERSON
/wiki/Allvar_Gullstrand,Allvar Gullstrand,PER,0.9416229128837585,UNKNOWN,PERSON
/wiki/Maurice_Maeterlinck,Maurice Maeterlinck,PER,0.9988157153129578,UNKNOWN,PERSON
/wiki/Tobias_Asser,Tobias Michael Carel Asser,PER,0.9946324229240417,UNKNOWN,PERSON
/wiki/Alfred_Hermann_Fried,Alfred Hermann Fried,PER,0.9972745180130005,UNKNOWN,PERSON
/wiki/Gustaf_Dal%C3%A9n,Gustaf Dalén,PER,0.9959631562232971,UNKNOWN,PERSON
/wiki/Victor_Grignard,Victor Grignard,PER,0.9990123510360718,UNKNOWN,PERSON
/wiki/Paul_Sabatier_(chemist),Paul Sabatier,PER,0.9989322423934937,UNKNOWN,PERSON
/wiki/Alexis_Carrel,Alexis Carrel,PER,0.9996768236160278,UNKNOWN,PERSON
/wiki/Gerhart_Hauptmann,Gerhart Hauptmann,PER,0.9997414946556091,UNKNOWN,PERSON
/wiki/Heike_Kamerlingh_Onnes,Heike Kamerlingh Onnes,PER,0.9997188448905945,UNKNOWN,PERSON
/wiki/Alfred_Werner,Alfred Werner,PER,0.9994292259216309,UNKNOWN,PERSON
/wiki/Charles_Richet,Charles Robert Richet,PER,0.9826563596725464,UNKNOWN,PERSON
/wiki/Rabindranath_Tagore,Rabindranath Tagore,PER,0.9996224641799927,UNKNOWN,PERSON
/wiki/Henri_La_Fontaine,Henri La Fontaine,PER,0.9973369836807251,FIELD,FIELD
/wiki/Max_von_Laue,Max von Laue,PER,0.9995880126953125,UNKNOWN,PERSON
/wiki/Theodore_William_Richards,Theodore William Richards,PER,0.9964373707771301,UNKNOWN,PERSON
/wiki/Robert_B%C3%A1r%C3%A1ny,Robert Bárány,PER,0.9928388595581055,UNKNOWN,PERSON
/wiki/William_Henry_Bragg,William Henry Bragg,PER,0.9902544617652893,UNKNOWN,PERSON
/wiki/William_Lawrence_Bragg,William Lawrence Bragg,PER,0.9982492923736572,UNKNOWN,PERSON
/wiki/Richard_Willst%C3%A4tter,Richard Willstätter,PER,0.9410947561264038,UNKNOWN,PERSON
/wiki/Romain_Rolland,Romain Rolland,PER,0.9986836314201355,FIELD,FIELD
/wiki/Verner_von_Heidenstam,Verner von Heidenstam,PER,0.9994718432426453,UNKNOWN,PERSON
/wiki/Charles_Glover_Barkla,Charles Glover Barkla,PER,0.999074399471283,UNKNOWN,PERSON
/wiki/Karl_Adolph_Gjellerup,Karl Gjellerup,PER,0.998383641242981,UNKNOWN,PERSON
/wiki/Henrik_Pontoppidan,Henrik Pontoppidan,PER,0.9927221536636353,UNKNOWN,PERSON
/wiki/%E1%BB%A6y_ban_Ch%E1%BB%AF_th%E1%BA%ADp_%C4%91%E1%BB%8F_qu%E1%BB%91c_t%E1%BA%BF,Ủy ban Chữ thập đỏ quốc tế,MISC,0.8401382565498352,UNKNOWN,UNKNOWN
/wiki/Max_Planck,Max Planck,PER,0.9535918235778809,UNKNOWN,PERSON
/wiki/Fritz_Haber,Fritz Haber,PER,0.9993093609809875,UNKNOWN,PERSON
/wiki/Johannes_Stark,Johannes Stark,PER,0.9996440410614014,UNKNOWN,PERSON
/wiki/Jules_Bordet,Jules Bordet,PER,0.9911081194877625,UNKNOWN,PERSON
/wiki/Carl_Spitteler,Carl Spitteler,PER,0.9974657297134399,UNKNOWN,PERSON
/wiki/Woodrow_Wilson,Woodrow Wilson,PER,0.9947222471237183,UNKNOWN,PERSON
/wiki/Charles_%C3%89douard_Guillaume,Charles Édouard Guillaume,PER,0.9922555088996887,UNKNOWN,PERSON
/wiki/Walther_Nernst,Walther Nernst,PER,0.9996986389160156,UNKNOWN,PERSON
/wiki/August_Krogh,August Krogh,PER,0.7544026374816895,UNKNOWN,PERSON
/wiki/Knut_Hamsun,Knut Hamsun,PER,0.9996970891952515,UNKNOWN,PERSON
/wiki/Albert_Einstein,Albert Einstein,PER,0.9901720285415649,UNKNOWN,PERSON
/wiki/Frederick_Soddy,Frederick Soddy,PER,0.9995507597923279,UNKNOWN,PERSON
/wiki/Anatole_France,Anatole France,LOC,0.9434096217155457,UNKNOWN,LOC
/wiki/Hjalmar_Branting,Hjalmar Branting,PER,0.9643009305000305,UNKNOWN,PERSON
/wiki/Christian_Lous_Lange,Christian Lous Lange,PER,0.9990153312683105,UNKNOWN,PERSON
/wiki/Niels_Bohr,Niels Bohr,PER,0.9995762705802917,UNKNOWN,PERSON
/wiki/Francis_William_Aston,Francis William Aston,PER,0.9976078867912292,UNKNOWN,PERSON
/wiki/Otto_Fritz_Meyerhof,Otto Fritz Meyerhof,PER,0.9956760406494141,UNKNOWN,PERSON
/wiki/Jacinto_Benavente,Jacinto Benavente,PER,0.8763684034347534,UNKNOWN,PERSON
/wiki/Fridtjof_Nansen,Fridtjof Nansen,PER,0.9995086193084717,UNKNOWN,PERSON
/wiki/Robert_Andrews_Millikan,Robert Millikan,PER,0.9996461868286133,UNKNOWN,PERSON
/wiki/Fritz_Pregl,Fritz Pregl,PER,0.9901144504547119,UNKNOWN,PERSON
/wiki/Frederick_Banting,Frederick Banting,PER,0.9995893836021423,UNKNOWN,PERSON
/wiki/John_James_Rickard_Macleod,John James Rickard Macleod,PER,0.997370183467865,UNKNOWN,PERSON
/wiki/W._B._Yeats,William Butler Yeats,PER,0.9948206543922424,UNKNOWN,PERSON
/wiki/Manne_Siegbahn,Manne Siegbahn,ORG,0.9725528955459595,UNKNOWN,INSTITUTION
/wiki/Willem_Einthoven,Willem Einthoven,PER,0.9765306711196899,UNKNOWN,PERSON
/wiki/W%C5%82adys%C5%82aw_Reymont,Władysław Reymont,PER,0.999572217464447,UNKNOWN,PERSON
/wiki/James_Franck,James Franck,PER,0.9672046303749084,UNKNOWN,PERSON
/wiki/Gustav_Ludwig_Hertz,Gustav Ludwig Hertz,PER,0.9862015247344971,UNKNOWN,PERSON
/wiki/Richard_Adolf_Zsigmondy,Richard Adolf Zsigmondy,PER,0.8958101868629456,UNKNOWN,PERSON
/wiki/George_Bernard_Shaw,George Bernard Shaw,PER,0.9980112910270691,UNKNOWN,PERSON
/wiki/Austen_Chamberlain,Austen Chamberlain,PER,0.9991673827171326,FIELD,PERSON 
/wiki/Charles_G._Dawes,Charles G. Dawes,PER,0.9917289614677429,UNKNOWN,PERSON
/wiki/Jean_Baptiste_Perrin,Jean Baptiste Perrin,PER,0.9600865244865417,UNKNOWN,PERSON
/wiki/Theodor_Svedberg,Theodor Svedberg,PER,0.9987056255340576,UNKNOWN,PERSON
/wiki/Johannes_Fibiger,Johannes Fibiger,PER,0.9965359568595886,UNKNOWN,PERSON
/wiki/Grazia_Deledda,Grazia Deledda,PER,0.9987794756889343,UNKNOWN,PERSON
/wiki/Gustav_Stresemann,Gustav Stresemann,PER,0.9995236992835999,UNKNOWN,PERSON
/wiki/Arthur_Compton,Arthur Compton,PER,0.9996927976608276,UNKNOWN,PERSON
/wiki/Charles_Thomson_Rees_Wilson,Charles Thomson Rees Wilson,PER,0.9963618516921997,UNKNOWN,PERSON
/wiki/Heinrich_Otto_Wieland,Heinrich Otto Wieland,PER,0.903132975101471,UNKNOWN,PERSON
/wiki/Julius_Wagner-Jauregg,Julius Wagner-Jauregg,PER,0.9997180700302124,UNKNOWN,PERSON
/wiki/Henri_Bergson,Henri Bergson,PER,0.9988081455230713,UNKNOWN,PERSON
/wiki/Owen_Willans_Richardson,Owen Willans Richardson,PER,0.9991752505302429,UNKNOWN,PERSON
/wiki/Adolf_Otto_Reinhold_Windaus,Adolf Windaus,PER,0.9922976493835449,UNKNOWN,PERSON
/wiki/Charles_Nicolle,Charles Nicolle,PER,0.9981741309165955,UNKNOWN,PERSON
/wiki/Sigrid_Undset,Sigrid Undset,PER,0.9978219270706177,UNKNOWN,PERSON
/wiki/Louis_de_Broglie,Louis de Broglie,PER,0.9989778995513916,UNKNOWN,PERSON
/wiki/Arthur_Harden,Arthur Harden,PER,0.939572811126709,UNKNOWN,PERSON
/wiki/Hans_von_Euler-Chelpin,Hans von Euler-Chelpin,PER,0.999139666557312,UNKNOWN,PERSON
/wiki/Frederick_Gowland_Hopkins,Frederick Gowland Hopkins,PER,0.998778223991394,UNKNOWN,PERSON
/wiki/Thomas_Mann,Thomas Mann,PER,0.9993013143539429,UNKNOWN,PERSON
/wiki/Frank_B._Kellogg,Frank Billings Kellogg,PER,0.9132170677185059,UNKNOWN,PERSON
/wiki/C._V._Raman,Chandrasekhara Venkata Raman,PER,0.9972992539405823,UNKNOWN,PERSON
/wiki/Hans_Fischer,Hans Fischer,PER,0.9996598958969116,UNKNOWN,PERSON
/wiki/Karl_Landsteiner,Karl Landsteiner,PER,0.9995037913322449,UNKNOWN,PERSON
/wiki/Sinclair_Lewis,Sinclair Lewis,PER,0.936418354511261,FIELD,FIELD
/wiki/Nathan_S%C3%B6derblom,Nathan Söderblom,PER,0.905310869216919,UNKNOWN,PERSON
/wiki/Carl_Bosch,Carl Bosch,PER,0.9994876980781555,UNKNOWN,PERSON
/wiki/Friedrich_Bergius,Friedrich Bergius,PER,0.9807209968566895,UNKNOWN,PERSON
/wiki/Otto_Heinrich_Warburg,Otto Heinrich Warburg,PER,0.9781054854393005,UNKNOWN,PERSON
/wiki/Erik_Axel_Karlfeldt,Erik Axel Karlfeldt,PER,0.9977892637252808,UNKNOWN,PERSON
/wiki/Jane_Addams,Jane Addams,PER,0.9983924031257629,UNKNOWN,PERSON
/wiki/Werner_Heisenberg,Werner Heisenberg,PER,0.9906167984008789,UNKNOWN,PERSON
/wiki/Irving_Langmuir,Irving Langmuir,PER,0.9992361068725586,UNKNOWN,PERSON
/wiki/John_Galsworthy,John Galsworthy,PER,0.9993343353271484,UNKNOWN,PERSON
/wiki/Erwin_Schr%C3%B6dinger,Erwin Schrödinger,PER,0.9762550592422485,UNKNOWN,PERSON
/wiki/Paul_Dirac,Paul Dirac,PER,0.9997337460517883,UNKNOWN,PERSON
/wiki/Thomas_Hunt_Morgan,Thomas Hunt Morgan,PER,0.9987173080444336,UNKNOWN,PERSON
/wiki/Ivan_Bunin,Ivan Alekseyevich Bunin,PER,0.948589026927948,UNKNOWN,PERSON
/wiki/Norman_Angell,Norman Angell,PER,0.9997691512107849,UNKNOWN,PERSON
/wiki/Harold_Urey,Harold Urey,PER,0.9994071125984192,UNKNOWN,PERSON
/wiki/George_Whipple,George Whipple,PER,0.9994723796844482,UNKNOWN,PERSON
/wiki/George_Minot,George Minot,PER,0.999722421169281,UNKNOWN,PERSON
/wiki/William_P._Murphy,William P. Murphy,PER,0.9899012446403503,UNKNOWN,PERSON
/wiki/Luigi_Pirandello,Luigi Pirandello,PER,0.9980915784835815,UNKNOWN,PERSON
/wiki/James_Chadwick,James Chadwick,PER,0.9945724010467529,UNKNOWN,PERSON
/wiki/Fr%C3%A9d%C3%A9ric_Joliot-Curie,Frédéric Joliot-Curie,PER,0.9992237091064453,UNKNOWN,PERSON
/wiki/Ir%C3%A8ne_Joliot-Curie,Irène Joliot-Curie,PER,0.9985837936401367,UNKNOWN,PERSON
/wiki/Victor_Francis_Hess,Victor Francis Hess,PER,0.9992372393608093,UNKNOWN,PERSON
/wiki/Carl_David_Anderson,Carl David Anderson,PER,0.9991673827171326,UNKNOWN,PERSON
/wiki/Peter_Debye,Peter Debye,PER,0.9996154308319092,UNKNOWN,PERSON
/wiki/Eugene_O%27Neill,Eugene O'Neill,PER,0.9995882511138916,UNKNOWN,PERSON
/wiki/Carlos_Saavedra_Lamas,Carlos Saavedra Lamas,PER,0.9975813031196594,UNKNOWN,PERSON
/wiki/Clinton_Davisson,Clinton Davisson,PER,0.999731183052063,UNKNOWN,PERSON
/wiki/George_Paget_Thomson,George Paget Thomson,PER,0.9990850687026978,UNKNOWN,PERSON
/wiki/Norman_Haworth,Norman Haworth,PER,0.999516487121582,UNKNOWN,PERSON
/wiki/Paul_Karrer,Paul Karrer,PER,0.9987030625343323,UNKNOWN,PERSON
/wiki/Albert_Szent-Gy%C3%B6rgyi,Albert Szent-Györgyi,PER,0.9954184889793396,UNKNOWN,PERSON
/wiki/Roger_Martin_du_Gard,Roger Martin du Gard,PER,0.9771212339401245,UNKNOWN,PERSON
/wiki/Enrico_Fermi,Enrico Fermi,PER,0.9995298385620117,UNKNOWN,PERSON
/wiki/Richard_Kuhn,Richard Kuhn,PER,0.9996473789215088,UNKNOWN,PERSON
/wiki/Corneille_Heymans,Corneille Heymans,PER,0.9994909763336182,UNKNOWN,PERSON
/wiki/Pearl_S._Buck,Pearl S. Buck,PER,0.9486066102981567,UNKNOWN,PERSON
/wiki/Ph%C3%B2ng_qu%E1%BB%91c_t%E1%BA%BF_Nansen_cho_c%C3%A1c_ng%C6%B0%E1%BB%9Di_t%E1%BB%8B_n%E1%BA%A1n,Cơ quan quốc tế về người tị nạn Nansen,PER,0.914760172367096,UNKNOWN,PERSON
/wiki/Ernest_Lawrence,Ernest Lawrence,PER,0.9989203810691833,UNKNOWN,PERSON
/wiki/Adolf_Butenandt,Adolf Butenandt,PER,0.9253284931182861,UNKNOWN,PERSON
/wiki/Leopold_Ru%C5%BEi%C4%8Dka,Leopold Ružička,PER,0.9913132786750793,UNKNOWN,PERSON
/wiki/Gerhard_Domagk,Gerhard Domagk,PER,0.9412215948104858,UNKNOWN,PERSON
/wiki/Frans_Eemil_Sillanp%C3%A4%C3%A4,Frans Eemil Sillanpää,PER,0.9994741082191467,UNKNOWN,PERSON
/wiki/Otto_Stern,Otto Stern,PER,0.9997023344039917,UNKNOWN,PERSON
/wiki/George_de_Hevesy,George de Hevesy,PER,0.9992185235023499,UNKNOWN,PERSON
/wiki/Henrik_Dam,Henrik Dam,PER,0.9993795156478882,UNKNOWN,PERSON
/wiki/Edward_Adelbert_Doisy,Edward Adelbert Doisy,PER,0.930099606513977,UNKNOWN,PERSON
/wiki/Isidor_Isaac_Rabi,Isidor Isaac Rabi,PER,0.9994825124740601,UNKNOWN,PERSON
/wiki/Otto_Hahn,Otto Hahn,PER,0.9995923042297363,UNKNOWN,PERSON
/wiki/Joseph_Erlanger,Joseph Erlanger,PER,0.9945206046104431,UNKNOWN,PERSON
/wiki/Herbert_Spencer_Gasser,Herbert Spencer Gasser,PER,0.9970085024833679,UNKNOWN,PERSON
/wiki/Johannes_Vilhelm_Jensen,Johannes Vilhelm Jensen,PER,0.9980523586273193,UNKNOWN,PERSON
/wiki/Wolfgang_Pauli,Wolfgang Ernst Pauli,PER,0.9993427395820618,UNKNOWN,PERSON
/wiki/Artturi_Ilmari_Virtanen,Artturi Ilmari Virtanen,PER,0.8918037414550781,UNKNOWN,PERSON
/wiki/Alexander_Fleming,Alexander Fleming,PER,0.9995977878570557,UNKNOWN,PERSON
/wiki/Ernst_Boris_Chain,Ernst Boris Chain,PER,0.9736940264701843,FIELD,FIELD
/wiki/Howard_Florey,Howard Walter Florey,PER,0.9971429109573364,UNKNOWN,PERSON
/wiki/Gabriela_Mistral,Gabriela Mistral,PER,0.9871304631233215,UNKNOWN,PERSON
/wiki/Percy_Williams_Bridgman,Percy Williams Bridgman,PER,0.9617632627487183,UNKNOWN,PERSON
/wiki/James_B._Sumner,James Batcheller Sumner,PER,0.9992395639419556,UNKNOWN,PERSON
/wiki/John_Howard_Northrop,John Howard Northrop,PER,0.9991683959960938,UNKNOWN,PERSON
/wiki/Wendell_Meredith_Stanley,Wendell Meredith Stanley,PER,0.9977421760559082,UNKNOWN,PERSON
/wiki/Hermann_Joseph_Muller,Hermann Joseph Muller,PER,0.9977614879608154,UNKNOWN,PERSON
/wiki/Hermann_Hesse,Hermann Hesse,PER,0.9877059459686279,UNKNOWN,PERSON
/wiki/Emily_Greene_Balch,Emily Greene Balch,PER,0.9762287139892578,UNKNOWN,PERSON
/wiki/John_Mott,John Mott,PER,0.9992122650146484,UNKNOWN,PERSON
/wiki/Edward_Victor_Appleton,Edward Victor Appleton,PER,0.9951456785202026,UNKNOWN,PERSON
/wiki/Robert_Robinson_(organic_chemist),Robert Robinson,PER,0.9993888735771179,UNKNOWN,PERSON
/wiki/Carl_Ferdinand_Cori,Carl Ferdinand Cori,PER,0.9867227077484131,UNKNOWN,PERSON
/wiki/Gerty_Cori,Gerty Theresa Cori,PER,0.9983281493186951,UNKNOWN,PERSON
/wiki/Bernardo_Houssay,Bernardo Houssay,PER,0.9987902045249939,UNKNOWN,PERSON
/wiki/Andr%C3%A9_Gide,André Gide,PER,0.9954400062561035,UNKNOWN,PERSON
"/wiki/Patrick_Blackett,_Baron_Blackett",Patrick Blackett,PER,0.9995865821838379,UNKNOWN,PERSON
/wiki/Arne_Tiselius,Arne Tiselius,PER,0.9995328187942505,UNKNOWN,PERSON
/wiki/Paul_Hermann_M%C3%BCller,Paul Hermann Müller,PER,0.999378502368927,UNKNOWN,PERSON
/wiki/T._S._Eliot,T. S. Eliot,PER,0.8983842134475708,UNKNOWN,PERSON
/wiki/Hideki_Yukawa,Yukawa Hideki,PER,0.8653393983840942,UNKNOWN,PERSON
/wiki/William_Giauque,William Giauque,PER,0.9027751088142395,UNKNOWN,PERSON
/wiki/Walter_Rudolf_Hess,Walter Rudolf Hess,PER,0.997885525226593,UNKNOWN,PERSON
/wiki/William_Faulkner,William Faulkner,PER,0.9982665777206421,UNKNOWN,PERSON
/wiki/C._F._Powell,Cecil Frank Powell,PER,0.9992238879203796,UNKNOWN,PERSON
/wiki/Otto_Diels,Otto Diels,PER,0.9991211891174316,UNKNOWN,PERSON
/wiki/Kurt_Alder,Kurt Alder,PER,0.9994500279426575,UNKNOWN,PERSON
/wiki/Philip_Showalter_Hench,Philip Showalter Hench,PER,0.9771001935005188,UNKNOWN,PERSON
/wiki/Edward_Calvin_Kendall,Edward Calvin Kendall,PER,0.998953104019165,UNKNOWN,PERSON
/wiki/Tadeus_Reichstein,Tadeus Reichstein,PER,0.9757238626480103,UNKNOWN,PERSON
/wiki/Bertrand_Russell,Bertrand Russell,PER,0.9940325021743774,UNKNOWN,PERSON
/wiki/Ralph_Bunche,Ralph Bunche,PER,0.9995407462120056,UNKNOWN,PERSON
/wiki/John_Cockcroft,John Cockcroft,PER,0.9995085000991821,UNKNOWN,PERSON
/wiki/Ernest_Walton,Ernest Walton,PER,0.9996175765991211,UNKNOWN,PERSON
/wiki/Edwin_McMillan,Edwin McMillan,PER,0.9995231628417969,UNKNOWN,PERSON
/wiki/Glenn_T._Seaborg,Glenn Seaborg,PER,0.999729335308075,UNKNOWN,PERSON
/wiki/Max_Theiler,Max Theiler,PER,0.8946606516838074,UNKNOWN,PERSON
/wiki/P%C3%A4r_Lagerkvist,Pär Lagerkvist,PER,0.9992187023162842,UNKNOWN,PERSON
/wiki/L%C3%A9on_Jouhaux,Léon Jouhaux,PER,0.988166093826294,UNKNOWN,PERSON
/wiki/Felix_Bloch,Felix Bloch,PER,0.9967243671417236,UNKNOWN,PERSON
/wiki/Edward_Mills_Purcell,Edward Mills Purcell,PER,0.9105161428451538,UNKNOWN,PERSON
/wiki/Archer_John_Porter_Martin,Archer Martin,PER,0.9992943406105042,UNKNOWN,PERSON
/wiki/Richard_Laurence_Millington_Synge,Richard Laurence Millington Synge,PER,0.956292450428009,UNKNOWN,PERSON
/wiki/Selman_Waksman,Selman Waksman,PER,0.9994620680809021,UNKNOWN,PERSON
/wiki/Fran%C3%A7ois_Mauriac,François Mauriac,PER,0.9988077878952026,UNKNOWN,PERSON
/wiki/Albert_Schweitzer,Albert Schweitzer,PER,0.9691851735115051,UNKNOWN,PERSON
/wiki/Frits_Zernike,Frits Zernike,PER,0.9993255138397217,UNKNOWN,PERSON
/wiki/Hermann_Staudinger,Hermann Staudinger,PER,0.9979138374328613,UNKNOWN,PERSON
/wiki/Hans_Adolf_Krebs,Hans Adolf Krebs,PER,0.9287614822387695,UNKNOWN,PERSON
